Class,H3K27ac,H3K4me1,H3K4me3,H3K9me3,Brd4,Cdk8,Cdk9,Med12,p300,CBP,Pol2,Lsd1,Brg1,Smc1,Nipbl,Mi2b,CHD7,HDAC2,HDAC,DNaseI,Oct4,Sox2,Nanog,Smad3,Stat3,Tcf3,Esrrb,Klf4,Prdm14,Tcfcp2I1,Nr5a2,AT_content,GC_content,phastCons,phastConsP,repeat_fraction,length
TE,0.3952,0.6452,0.2855,0,0.7807,0.5907,0.7665,1.0851,0.6243,0.9909,0.5623,1.1325,0.3382,0.1226,0.154,0.9255,1.1609,0.7424,0.4793,1.1492,0.7985,1.3755,1.3093,0.3385,0.5375,0.5645,0.3137,0.2904,7.0431,3.1365,0.2553,0.540179,0.459821,0.088543,0.088545,0.133929,672
TE,0.8324,0.5597,0.6647,0,0.7991,0.6439,0.3957,0.7116,0.6194,0.444,0.8447,0.2899,0.1649,0.0654,0,0.4976,0.6921,0.2984,0.609,0.5823,0.3869,0.5707,1.685,0.2373,0,0.2696,0.3525,0.2383,1.5315,0.3025,0.1368,0.577309,0.422691,0.103952,0.103954,0.491968,996
TE,2.7691,1.3862,0.6463,0,3.682,1.9431,1.3285,2.9027,4.5554,1.7247,4.3393,1.8652,0.8658,0.827,0.7812,1.7731,1.5146,1.6304,1.0719,2.308,1.1595,0.7911,1.155,1.6268,0.3949,0.9627,1.4117,1.8435,3.7289,0.3642,0.3435,0.520782,0.479218,0.060342,0.060345,0.387531,818
TE,1.4908,0.4518,0.409,0,1.0973,2.507,1.1747,2.9005,4.3253,2.3416,3.8341,2.4014,0.2456,0.4923,0.3633,0.9099,0.3107,0.7808,0.5077,0.6972,3.075,3.8106,5.3583,1.303,0.1138,0.5472,0.547,1.0427,0.9779,0.567,0,0.50223,0.49777,0.095091,0.095091,0.392507,1121
TE,0,0.4986,0,0,0.0707,0.1937,0.3293,0.2092,0.1,0,0.2551,0.4586,0,0,0,0.391,0.2732,0.3665,0.106,0.5042,0.8673,0.6575,3.8271,0.0747,0.3212,0.6455,0.009,0,0.5714,0.2333,0,0.534,0.466,0.20662,0.219796,0,500
TE,0.2037,1.2151,0.4015,0,0.2914,0.5053,0.4152,0.7994,3.17,1.2818,1.2412,1.669,1.0132,0.2014,0.3267,0.7668,0.4546,0.4262,0.2424,1.6114,1.8728,1.0574,3.9389,0.8841,0,0.5312,0.6327,0.0782,8.4335,13.1346,0.4586,0.482786,0.517214,0.145504,0.145505,0.261009,1249
TE,0.5488,0.8351,0.13,0,1.2537,1.2093,0.9414,1.2096,1.4141,1.0995,0.2049,1.1152,0.7262,0.4144,0.4711,1.0043,0.9433,0.6789,0.422,2.0494,2.5761,1.6259,1.0352,0.9443,0.4196,0.4738,1.8076,0.2382,0.2959,0.1996,0.2654,0.519231,0.480769,0.228745,0.228747,0.157452,832
TE,0,0.821,0,0.0749,0.1496,0.1518,0.4801,0.5645,0,0.2554,0,1.1501,0.2579,0.1315,0.1112,0.3579,0.1048,0.2229,0.0627,0.0963,0.7531,0.8067,2.0351,0,0.2339,0,0,0,1.2,0.0712,0.0025,0.543651,0.456349,0.017421,0.017421,0,504
TE,0.1142,1.3221,0.0671,0.1248,0.3837,0.892,0.9555,0.9971,0.1219,1.6988,0.575,1.7327,0.0145,0.3383,0.3474,1.3036,1.1064,0.4151,0.7103,0.7657,1.9559,1.3539,4.972,1.2324,0.22,0.9303,1.9214,1.4272,2.7591,0.2475,1.4663,0.591463,0.408537,0.136673,0.136676,0.620732,820
TE,1.853,0.3728,2.8153,0,0.5101,0.5719,0.5791,0.9609,0.4523,0.2062,5.8224,0.9918,0.8789,0.3542,0.3422,0.3956,0.8858,0.5801,0.5189,2.5325,0.6956,0.5698,2.4021,0.5796,0,0.3194,3.1909,2.2581,12.925,3.1472,0.9961,0.511348,0.488652,0.107382,0.120163,0.317757,749
TE,0.2993,0.8096,0.0963,0,0.4653,0.5797,0.664,0.5109,0.011,2.0718,0.2169,0.6948,0.1834,0.1295,0.2065,0.6827,0.4246,0.3793,0.07,0.874,1.4789,0.7069,0.6564,0.7558,0.0675,0.288,0,0.4556,0.3511,0.1178,0,0.552163,0.447837,0.084759,0.084761,0.69084,786
TE,0,0,0,0,0,0,0,0,0.2103,0,0,0.0486,0,0,0.0109,0,0.1132,0,0,0.0693,1.1526,1.0206,1.1042,0,0,0,0,0,0,0,0.0286,0.588235,0.411765,0,0,0.970588,680
TE,0.3471,0.512,0,0,0.2726,0.7238,0.5236,0.6719,0.0671,1.7382,0.0336,0.5502,0.0452,0.3572,0.4388,0.3752,0.6478,0.6131,0.2804,0.5511,1.3124,0.6252,2.1638,0.3972,0.1989,0.2305,2.0997,0.3023,0.1768,0.8401,0.183,0.543767,0.456233,0.244885,0.244887,1,377
TE,1.4253,2.5568,0.3058,0,1.392,0.9612,0.6826,1.0146,1.7235,0.4304,0.3611,1.0585,0.2291,0.5779,0.3437,0.5964,1.0263,0.6954,0.1154,1.6038,0.8046,0.3199,0.8453,0.529,0,0.1526,1.2744,0.9852,28.2141,0.0454,0.0182,0.523636,0.476364,0.135035,0.135035,0.62,550
TE,0.183,0.6269,0,0,0.3783,0.661,0.4827,0.4284,0.1702,0.4623,0.1741,0.5361,0.2762,0.0935,0,0.4497,0.2575,0.4545,0.0901,0.36,1.7424,1.0897,0.9011,0.1884,0.2049,0.5777,0.109,0.3007,0.5465,0.234,0.0774,0.509309,0.490691,0.09243,0.09243,0.164894,752
TE,0.4842,1.7418,0,0,0.5503,0.4714,0.6086,0.7883,0.7513,0.7933,0.435,1.5879,0.6335,0.4572,0.4944,1.1668,0.8785,0.5354,0.6992,0.843,2.1772,1.6369,0.8955,0.5105,0.0092,0.0614,0.5875,0.8311,0.4936,0.1065,0.1046,0.556985,0.443015,0.210973,0.210977,0.713235,544
TE,0,0.5655,0,0.0261,0.1972,0.4002,0.3975,0.3241,0.0785,0.0878,0.0259,0.5865,0.286,0.1322,0.2004,0.3205,0.2461,0.5115,0.1438,0.0789,1.0171,0.6953,0.5883,0.2948,0.1501,0.1895,0,0.222,0.3582,0.0829,0.0545,0.563333,0.436667,0.034646,0.034648,0.601667,600
TE,0,0.0246,0,0,0.1212,0.02,0.4351,0.5468,0.1206,0,0,0.5411,0.1078,0.1868,0.1947,0.3997,0.0447,0.1923,0.3185,0.2215,1.1806,1.0144,1.9472,0.1676,0.2209,0.5021,0,0.0205,2.1873,0.1588,0,0.582524,0.417476,0.245564,0.059971,0,412
TE,0,0.0745,0,0,0,0,0.0424,0.1596,0.5713,0.4336,0,0.4529,0,0,0,0.3497,0.2159,0.4148,0.0705,0.3868,1.4728,2.2129,8.813,0.2079,0.0857,0.3008,0,0,0.5812,0,0,0.55751,0.44249,0.06358,0.063582,0.483085,739
TE,1.2715,0.5782,0.3591,0,1.8487,1.2558,1.0267,2.0569,3.1628,1.3125,0.1243,1.355,0.1241,0.4129,0.5546,0.7576,1.9971,0.5376,0.298,4.0918,0.7645,1.365,0.6135,0.9798,0.3708,0.5838,2.4193,0.2846,0.6291,10.0785,1.4027,0.512907,0.487093,0.668159,0.280864,0.173962,891
TE,0,1.1398,0.0923,0,0.3229,0.4266,0.5172,0.2881,0.0456,0.4316,0.2096,0.4811,0,0.2433,0.2071,0.35,0.4968,0.487,0.3527,0.995,1.7939,1.7971,4.4067,0.6677,0,0.6644,0.5371,0.6504,2.8919,0.1778,0.0477,0.498392,0.501608,0.118847,0.11885,0.578778,622
TE,0,1.3172,0,0.2379,0.0276,0.2032,0.1339,0.3166,0.6291,0.4055,0,0.6296,0,0.1049,0.0825,0.5947,1.3776,0.6231,0.4043,0.8236,2.669,2.0149,7.3714,0.1508,0,1.9788,0.2716,0,16.2106,0,0,0.567669,0.432331,0.144871,0.144874,0.41604,798
TE,0.1954,1.3178,0.2076,0,0.0787,0.3243,0.4808,0.3514,0.0832,0.8189,0,0.7272,0.1013,0.0507,0.0118,0.7624,0.2307,0.703,0.3723,0.5239,1.2633,0.9904,1.6025,0.5679,0.0148,1.4103,0.515,0,0.9512,0.0005,0.0085,0.505562,0.494438,0.045816,0.045816,0.478368,809
TE,0.1287,0.4679,0.2723,0.0987,0.169,0.5195,0.3657,0.0753,0.3365,0.0502,0.0065,0.592,0.497,0.234,0.1703,0.3028,0.6222,0,0.1672,0.5496,2.2408,1.2216,2.047,0.586,0.1986,0.7819,0,0.4144,1.0668,0.0545,0,0.548048,0.451952,0.118648,0.11865,0.193694,666
TE,0.5436,0.6863,0,0,0.349,0.8952,0.3003,0.5085,0.5925,0.3955,0.0187,0.664,0.6748,0.9996,0.2218,0.5768,0.3659,0.3961,0.3,0.7929,1.0965,0.4226,0.5907,0.2951,0.0157,0.2073,1.9939,2.0918,3.3522,3.2137,0.6787,0.514798,0.485202,0.097937,0.097938,0.267265,1115
TE,0.0757,0.2185,0,0,0.1338,0.2166,0.4742,0.457,0.1207,1.095,0.023,0.4099,0,0.064,0,0.7883,0.4522,0.712,0.6365,0.3348,0.4113,0.6842,0.6586,0.5186,0.303,1.2639,1.5408,0.1164,0.4616,0.1101,0.4059,0.565365,0.434635,0.029131,0.029131,0.010187,589
TE,0,0.3402,0.0146,0,0.7753,0.4258,0.3644,0.3445,0.4296,1.6086,0,0.484,0.1677,0.1366,0.1122,0.4459,1.3831,0.3411,0.3628,1.7098,0.935,1.0052,2.2439,0.6228,0,1.1312,0.0796,0.3946,0.6533,0,0.2647,0.581989,0.418011,0.021537,0.021537,0.151882,744
TE,0.1268,0.4889,0.3613,0,1.9364,1.1428,0.7072,1.5133,1.0656,2.9153,0.3869,1.1498,0.278,0.2747,0.6078,1.0277,0.8455,1.6926,0.6978,2.0131,2.8773,5.3613,9.1186,2.7862,0.7699,3.2142,0.2239,0.3931,0.9816,0.298,0.938,0.536054,0.463946,0.029386,0.029386,0.070748,735
TE,0.0608,0.5062,0.2187,0,1.9092,1.2553,0.6464,1.7797,4.4366,1.5458,0.4248,1.3702,0.5909,0.4185,0.6467,0.8431,1.5695,0.9381,0.747,2.1948,1.1641,1.954,1.8716,1.1104,0.4054,1.1757,3.8924,0.2324,1.0345,0.6622,0.5435,0.582386,0.417614,0.096682,0.096683,0.55303,1056
TE,0,0.312,0,0,0,0,0.0379,0,0,0,0,0.1981,0,0.0241,0,0,0.1297,0.0766,0,0.3559,0.7056,1.715,3.1345,0.1178,0,0.4586,0,0.1622,1.3919,0,0,0.572093,0.427907,0,0,0.976744,430
TE,0.7865,0.4853,0.3292,0.7171,0.7307,0.8303,0.3277,1.2249,2.2458,1.9622,0.064,1.3591,0.119,0.1347,0.3714,0.5094,0.7464,0.3133,0.1081,1.7708,0.5896,0.7014,1.1196,0.9877,0.5505,0.1685,6.5334,0.2522,1.9312,0.2809,3.2125,0.53114,0.46886,0.072076,0.072077,0.256169,851
TE,1.6824,1.2665,0.273,0.3272,1.4969,1.1181,0.9437,1.8003,2.9587,2.0169,1.2292,2.0288,0.5609,0.4321,0.499,0.9751,0.9871,0.5737,0.7453,1.9191,1.047,1.0347,0.8393,1.3848,0.6845,0.7736,0.3585,0.8316,11.9779,0.41,0.2714,0.517139,0.482861,0.116362,0.116362,0,671
TE,0,1.1376,0.2098,0,0.473,0.9133,0.3856,0.4809,0.4453,1.3433,0,0.8734,0.4803,0.328,0.5641,0.4898,1.5249,0.6064,0.5167,1.7224,2.7999,2.7646,4.9522,1.2066,0.0593,9.8727,1.1006,0.5756,12.4729,0.1357,1.1248,0.626569,0.373431,0.042433,0.042433,0.041841,956
TE,0.4432,1.158,0.4488,0.7478,1.7778,0.9565,1.2177,2.0192,0.5491,0.5468,0.7221,1.396,1.7639,0.3184,0.3245,0.7832,1.0602,0.3218,0.3096,1.2543,1.9305,0.9972,0.8205,0.5209,0.3422,0.1269,0.7735,0.6093,0.4965,6.8917,0.0466,0.547368,0.452632,0.015833,0.015833,0.651128,665
TE,0,0.8372,0,0,0.2113,0.468,0.3462,0.8799,0.191,0.2296,0,0.7087,0.4639,0.1899,0.265,0.5397,0.4932,0.8472,0.5385,0.0048,1.5835,0.6823,0.3677,0.7903,0.2963,0.1195,2.9933,0,0.3562,0.3197,0.0308,0.587426,0.412574,0.540344,0.505303,0,509
TE,0,1.2635,0,0,0.1582,0.5711,0.4122,0.2678,0.2186,0.8195,0,0.6955,0,0.1369,0.3919,0.6781,0.8392,0.9749,0.7443,0.5231,2.9928,2.6761,2.2653,0.728,0.0043,0.6326,1.0996,0.1413,0.5731,0.3122,0.0051,0.6149,0.3851,0.034846,0.055398,0,953
TE,0,0.3894,0.0793,0.0181,0.1303,0.3746,0.4178,0.2875,0.1397,1.038,0,0.5586,0.0976,0.2129,0.1894,0.3814,0.2754,0.6438,0.4001,0.506,1.0193,1.2926,6.3344,0.2202,0.1997,0.7037,0.6419,0.2109,6.1709,0.1311,0.3198,0.583732,0.416268,0.006354,0.006354,0.106459,836
TE,0.0432,0,0,0.2604,0.0107,0.2731,0.2101,0.3387,0.1018,0.3257,0,0.4994,0,0.1508,0.1673,0.5147,0.0577,0.6377,0.6091,0.3553,1.2245,1.3882,5.0412,0.536,0.233,1.6222,0.514,0,2.9708,0.3455,0.0429,0.601818,0.398182,0.062161,0.062162,0.145455,550
TE,0.7662,0.6834,0.774,0,1.0452,1.7424,1.1065,1.3149,2.1147,1.2647,0.9157,1.9438,0.916,0.4134,0.3285,1.0448,1.9214,1.0391,0.5017,1.5676,1.1629,0.9768,1.0894,1.3426,0.5578,0.8577,1.7578,0.6449,7.5885,0.495,0.3638,0.51895,0.48105,0.442598,0.439527,0.011662,686
TE,2.7867,0,3.4274,0.0669,0.3178,1.2042,0.6409,0.9302,0.8194,0.386,1.422,1.4588,0.3134,0.215,0.2015,0.2082,0.5324,0.4545,0.5313,1.5829,2.3693,2.1281,0.7271,0.6142,0.0067,1.0306,0,0.2476,0.0206,0.0313,0,0.381595,0.618405,0.711681,0.750165,0.11411,815
TE,0,0.0129,0,0,0.0707,0.0377,0,0.1559,0,0,0.0602,0.1166,0,0,0.169,0.0514,0.0944,0.0685,0.0706,0.5142,0.9617,0.776,1.7332,0.1086,0.1099,0.2751,0.6459,0.1165,0.6911,1.2968,0.2862,0.614251,0.385749,0.010353,0.010353,0.589681,407
TE,0.031,0.4747,0,0,0.0975,0.1687,0,0.486,0.106,0,0,0.2296,0,0,0.0295,0.4242,0.2499,0.3562,0,0.4758,0.848,0.6921,0.7025,0.2564,0.1781,0.2091,0.1725,0,0.2923,0,0.1576,0.579288,0.420712,0.018211,0.018211,0,309
TE,0,0.2563,0.0113,0,0.1909,0.1368,0.3316,0.1602,0.0671,0.2146,0.0617,0.7253,0,0.2474,0.1623,0.3314,0.2055,0.6761,0.1365,0.513,1.7049,1.279,5.3078,0.3833,0.137,1.2835,0.321,0.1667,1.6963,0.5597,0,0.576246,0.423754,0.009977,0.009977,0.090909,682
TE,0.0573,0.7374,0.1067,0,0.1663,0.2053,0.3392,0.4545,0.1482,1.6795,0,0.4209,0.1225,0.2195,0.1972,0.3613,0.2048,0.3148,0.2472,0.1818,0.6091,0.7827,0.9749,0.4078,0.1342,0.3374,0,0.5363,0.685,0.0431,0,0.541109,0.458891,0.407857,0.555164,0,523
TE,0.0998,0,0.0511,0,0.1599,0.4716,0.309,0.3329,0.339,0.7164,0.0188,0.3888,0.0824,0.1066,0.2873,0.3432,0.7361,0.2516,0.1091,0.3289,0.9933,0.8244,1.4188,0.5222,0.2883,0.4842,0,0.0542,0,0.0753,0.0581,0.579787,0.420213,0.296022,0.269619,0,752
TE,0,0.4802,0,0,0.0373,0.1343,0.1538,0.0974,0.1518,0.2313,0,0.3579,0.0758,0.0521,0.1473,0.4409,0.1937,0.0162,0,0.181,0.6487,0.6912,0.7855,0.0064,0.1597,0.0856,0,0,0.3249,0.1438,0,0.577075,0.422925,0.031698,0.031698,0,506
TE,0,0.7169,0,0,0,0.171,0.0308,0.0769,0.3438,0.5279,0,0.9254,0.2956,0.0904,0.2299,0.1856,0.1087,0.0519,0.0738,0.3487,1.2478,1.1823,4.2699,0.2008,0.0145,0.4975,0.2568,0,3.9567,0,0,0.571205,0.428795,0.082115,0.083005,0.2723,639
TE,0.6192,0.6961,0.5043,0,1.1966,1.0053,0.3864,0.8767,0.6305,0.4136,0.2259,1.114,0.3149,0.362,0.2688,1.0383,2.4147,1.3247,0.7728,1.3817,1.6589,1.1453,0.6833,0.9305,0,0.9362,2.0185,0.5038,1.3469,0.1714,0.5801,0.541451,0.458549,0.207755,0.192725,0.112694,772
TE,0.0124,0.62,0.1017,0,0.3973,0.7721,0.4912,0.5509,0.0583,1.0342,0.0892,0.7782,0.0188,0.2062,0.2514,0.5429,0.6329,0.1851,0.2284,0.3777,0.7286,0.8016,1.4894,0.8933,0.3385,2.2932,0.5796,0.351,3.0279,0.0659,0,0.583333,0.416667,0.064796,0.064796,0,576
TE,0,0.5859,0.1032,0,0.4654,1.4532,0.5644,0.6193,3.3511,3.0496,0.2029,1.247,1.0652,0.3942,0.4262,0.9441,1.484,0.8442,0.3244,2.0145,2.2984,2.3506,3.4334,0.8191,0.5327,2.05,0.7927,0.9558,24.8499,0.3649,0.8669,0.520478,0.479522,0.082223,0.111456,0.069966,586
TE,0,0.325,0,0,0.2188,0.1756,0.0477,0.3991,0.0226,0,0,0.2627,0,0.0372,0.125,0.4261,0.5636,0.1992,0.0277,0.1613,0.7073,0.5691,1.5224,0.1289,0.1339,0.3318,0,0.1097,0,0.1241,0.12,0.619256,0.380744,0.528844,0.583438,0,457
TE,0,0.6244,0.1611,0.1394,0.942,0.266,0.759,0.6871,1.3204,3.1944,0.1556,1.549,0.6472,0.4795,0.3452,0.8521,1.0739,0.6945,0.2383,2.2192,1.2317,0.8386,0.852,1.0244,0.8491,0.4606,0,0.7046,1.5269,0.4013,0.072,0.547733,0.452267,0.137289,0.13729,0.031026,838
TE,0.015,0.7652,0.0544,0,0.7096,0.8699,0.5346,0.5915,1.1585,0.2666,0,0.9578,0.2856,0.3973,0.4161,0.8842,0.7009,0.3843,0.6561,0.2773,1.3161,0.907,0.9042,0.9261,0.9425,0.3217,4.1947,0.1817,0.3477,0.088,0,0.581722,0.418278,0.057683,0.057683,0,569
TE,0,0.1676,0.001,0.2854,0.0309,0.2258,0.3942,0.1779,0.1472,0.1042,0,0.4415,0.2248,0.042,0.039,0.3456,0.2913,0.2729,0.1778,0.3069,1.331,0.9969,1.4864,0.1286,0.1737,0.2356,0.5298,0.0227,0.0419,0.1357,0,0.6007,0.399299,0.013805,0.013805,0.211909,571
TE,0.1411,0.4276,0.0709,0,0.5128,1.0172,0.4297,0.5277,0.6383,1.1055,0.1324,0.4796,0.8234,0.3767,0.2768,0.7877,0.6238,0.3088,0.5507,1.94,0.7735,1.1301,1.0904,0.4007,0.0882,0.2495,0.6174,0.4898,0.6566,2.8553,0.6467,0.543773,0.456227,0.016647,0.016647,0.494451,811
TE,0.1332,0.6731,0.0321,0,0.3792,0.4224,0.31,0.1588,0.2014,0,0.0655,0.2662,0,0.0443,0.3081,0.5831,0.5091,0.2247,0.1055,0.4249,1.8057,1.9947,3.0104,0.4348,0,0.3393,0,0,0,0.0949,0.1934,0.644275,0.355725,0.066125,0.066125,0,655
TE,0,0.5991,0,0,0.5393,0.339,0.4667,0.508,0.6853,0.5029,0.0506,0.4684,0.2448,0.2272,0.2045,0.4507,0.7606,0.4644,0.2371,0.4806,0.6006,1.2863,2.3273,0.3831,0.092,0.8471,0.1029,0.6244,2.681,0.2501,0,0.587696,0.412304,0.045399,0.0454,0.304974,764
TE,0,0.8582,0,0,0.2818,0.3641,0.413,0.3505,0.0373,0,0.1197,0.1276,0.1265,0.1964,0.2622,0.5163,0.4761,0.6613,0.173,0.5771,0.6333,0.7545,0.5941,0.278,0,0.6206,0.0635,0.0036,2.2052,0.1562,0,0.55102,0.44898,0.032379,0.032379,0.576531,588
TE,3.6278,0.6876,0.7528,0,2.6805,1.0157,0.5961,2.0759,9.4769,2.196,2.9421,1.1635,0,0.3291,0.4096,0.8354,0.2037,0.0348,0.0155,0.305,1.4199,1.2335,2.3365,1.2615,0,4.3641,0.1826,0,0.6292,0,0,0.474359,0.525641,0.134185,0.134185,0.141026,1170
TE,0,0.8537,0,0,0,0,0,0.116,0.2064,0.3423,0,0.2295,0,0.1132,0.1634,0,0.2334,0.3249,0,0.225,1.033,0.9639,1.3154,0,0,0.059,0.1952,0.169,7.4904,0.3818,0,0.525362,0.474638,0.309727,0.30973,0.871377,552
TE,0,0.6996,0,0,0,0,0,0,0.0048,0,0,0,0,0,0,0,0.5659,0,0,0.0597,1.6486,0.6383,1.274,0,0,0.0026,0,0,0.8923,0,0,0.565217,0.434783,0.0569,0.0569,0.659847,391
TE,0.2507,1.0346,0,0,0.1492,0.5579,0.3352,0.4565,2.7578,1.6773,0.0955,1.4951,0.0632,0.2936,0.0826,0.6052,0.4533,0.4933,0.5836,0.6106,3.5371,0.7853,0.831,0.5213,0,1.9674,0.258,0,11.825,0,0.3449,0.497024,0.502976,0.154149,0.15415,0.214286,672
TE,0.4692,0.393,0.0993,0.1014,1.0943,1.25,0.8117,1.5739,1.8145,4.3249,0.199,2.212,0.7249,0.8143,0.7088,1.0445,0.7771,0.8291,0.4674,2.925,2.2051,1.6226,2.24,1.458,0.2911,1.2718,3.3864,2.3914,10.0795,1.0982,0.1882,0.501134,0.498866,0.02231,0.02231,0.857143,882
TE,0.1282,0.8775,0.0489,0.1621,0.4073,0.2124,0.2388,0.152,0.0735,0,0,0.502,0.2337,0.0972,0.1621,0.472,0.3323,0.6466,0.0762,0.6275,0.777,0.7131,0.7297,0.2835,0.2981,0.189,0,0.3683,0,0.12,0.1125,0.565972,0.434028,0.037169,0.037169,0.697917,576
TE,0,0,0,0,0.3073,0.0208,0.2139,0.6392,0.1223,0.7427,0,0.0554,23.1907,0.2267,0,2.8726,0.0786,0.4154,0.3336,0.1277,2.2276,6.5711,4.7331,0.4014,0.0678,0,0,0,0.0033,0,0.0387,0.591209,0.408791,0.129543,0.129543,0.538462,455
TE,0,1.0044,0.7516,0,1.5794,0.9093,0.874,1.1053,0.7802,2.9444,0.2965,1.2532,0.6915,0.4229,0.2684,0.9337,1.8364,1.1966,0.6201,2.1358,3.3052,5.283,6.2921,2.4146,0.4122,7.8543,0,0.5452,3.8102,0.319,0.183,0.567368,0.432632,0.23881,0.243504,0,950
TE,0.1451,0.8448,0,0,0.3104,0.5475,0.4193,0.5994,0.0791,0.2253,0.0612,0.9109,0.639,0.3378,0.3634,0.6655,0.3276,0.6039,0.7994,0.0931,1.0631,0.9034,0.8493,0.9035,0.414,0.5372,2.6868,0.2936,0.3144,0.0893,0,0.535088,0.464912,0.059288,0.059288,0,342
TE,1.124,0,3.419,0.107,0.735,1.0619,0.4175,0.8294,0.9813,0.3279,1.0722,1.2032,0.799,0.7203,0.4843,0.3925,0.3489,1.2929,0.3652,0.6617,0.4342,0.5381,0.8382,0.2563,0.2295,0.358,0,1.0303,0.9576,0.1971,0.0293,0.266881,0.733119,0.590363,0.517858,0.07717,622
TE,0.3205,0.8719,0.1917,0.2062,2.8689,1.9809,1.0465,3.2184,5.4103,2.3011,0.5351,1.9154,0.1836,0.5854,0.5214,1.4494,1.3552,0.5279,0.698,0.3479,2.6792,2.375,0.9756,2.2794,0.0505,1.106,0.0533,0,0.9205,0,0.2808,0.546154,0.453846,0.418671,0.444041,0,780
TE,0,0.7835,0.1409,0,2.7551,1.9123,1.3736,4.2278,5.3336,2.133,0.4727,2.301,0.5966,0.7192,0.8115,1.2681,2.1621,0.8509,0.2023,1.874,4.7356,2.2814,1.8739,1.8794,0,0.7387,0.7011,0,1.7309,7.7102,0.2915,0.558394,0.441606,0.590791,0.574204,0.026764,822
TE,0.3686,1.1635,0.0733,0,0.5075,0.4786,0.3596,0.2495,0.2155,0.0481,0.085,0.3498,0.312,0.1923,0.1709,0.8191,0.9408,0.5265,0.3912,0.2185,1.9548,1.2351,0.8319,0.5122,0,0.297,0,0.3525,0,0.0697,0.3306,0.599212,0.400788,0.09491,0.09491,0.39159,761
TE,0.3065,1.2009,0.0222,0,0.4038,0.611,0.6268,1.0039,0.5037,1.3117,0.3294,0.9107,0.2822,0.0449,0.1103,0.7684,0.9423,0.5578,0.39,0.2764,0.6341,0.9845,0.9843,0.7731,0.5047,0.4075,0.3877,0.1398,0.1752,0.2282,0.1234,0.559367,0.440633,0.02133,0.02133,0.356201,758
TE,0.9199,0.9202,0.2291,0,0.9709,2.0413,1.7275,2.9763,5.9935,4.5368,0.6482,3.4887,0.986,0.9035,1.1075,1.6022,1.0049,1.6943,1.3467,0.6754,2.0701,2.9147,2.2928,3.6259,0.913,1.0516,17.4346,1.073,7.4101,1.826,0.8137,0.533058,0.466942,0.016105,0.016957,0.18595,1210
TE,0,0.5733,0,0,0,0,0,0.0407,0.314,0,0,0.0148,0,0.0763,0.0452,0,0.2875,0.0062,0.0232,0.17,0.4803,0.7089,1.3274,0.0793,0,0,0,0,1.1938,0,0,0.52996,0.47004,0.72313,0.422742,0,751
TE,0,0.2677,0,0.0041,0.0405,0.2605,0.0392,0,0.2552,0.0545,0,0.2193,0,0.1828,0.088,0.0343,0.1619,0.2656,0.8059,0.6091,0.3911,1.9434,3.7894,0.5585,0,0.4621,0,0.3731,0.4244,0.2466,0.8454,0.587766,0.412234,0.181012,0.181013,0.162234,752
TE,0,0.9018,0,0,0.0835,0.7708,0.0663,0.5409,0.5861,0.5156,0,0.8948,1.1938,0.0513,0.1495,0.8236,0.5524,0.4596,0.3766,0.5761,2.4619,2.368,5.7532,0.6119,0.1725,0.7237,0.0167,0.0037,0.7789,0,0.1342,0.555952,0.444048,0.713599,0.737535,0,840
TE,0,0.1235,4.1698,0,0,0.5572,0.2677,0.729,2.1219,0.6941,0.0106,1.49,0.9353,0.7166,0.3878,0.3861,1.1577,1.5651,0.4205,2.1341,3.9686,6.0878,8.9368,2.0402,0,1.228,1.7391,0.6385,20.9008,0.0133,0.0579,0.460369,0.539631,0.464597,0.480714,0,921
TE,0.2825,1.289,0.4817,1.1888,0.4794,0.674,0.4876,1.1835,1.1298,0.8119,0.4369,1.298,0.9457,0.355,0.3399,0.7896,0.9275,0.6172,0.6575,0.5614,0.6434,0.901,0.6411,0.6807,0.2214,0.4959,2.0486,0.7407,12.0715,1.7877,0.7613,0.532488,0.467512,0.025257,0.024866,0,631
TE,0.4262,0.7097,1.4312,0,0.6363,1.0438,0.6671,1.2228,4.3419,1.5135,0.0344,2.1814,1.8504,0.6287,0.45,1.2662,1.0883,0.7582,0.919,1.4268,1.7982,1.2465,1.1029,1.5306,0,0.5686,3.7518,0.7836,3.9454,0.5668,0.3474,0.43408,0.56592,0.003388,0.003395,0,804
TE,0,0.3183,0,0,0.1717,0.1671,0.2318,0.4051,0.4084,0.9761,0.198,0.8617,0,0.2597,0.1277,0.4613,0.3533,0.5186,0.2048,0.2915,1.1594,0.6431,3.1451,0.1628,0.0538,0.4141,0.2723,0.8034,17.4417,0.0311,0,0.511294,0.488706,0.101714,0.101714,0.135524,487
TE,0.046,0.7633,0.1788,0,0.6571,0.3025,0.5463,0.8207,2.6077,0.3824,0.0165,0.9996,0.4681,0.1712,0.1493,0.4973,1.6381,0.5783,0.2229,0.5712,1.0841,1.2621,3.5412,0.5876,0.0105,1.2772,0.5901,0.0914,8.8344,0.3831,0.2127,0.562613,0.437387,0.579239,0.533631,0,1102
TE,0.4973,0.5237,0.4375,0,1.4557,1.3359,0.6097,0.7928,1.5209,2.1876,3.0799,1.5929,0.004,0.1732,0.571,1.3942,2.8557,0.4825,0.1505,2.2762,3.0425,1.935,2.7697,1.4223,0.3586,1.9345,3.5333,1.1417,20.8572,1.106,0.6384,0.585562,0.414439,0.164908,0.164908,0.21123,748
