Class,H3K27ac,H3K4me1,H3K4me3,H3K9me3,Brd4,Cdk8,Cdk9,Med12,p300,CBP,Pol2,Lsd1,Brg1,Smc1,Nipbl,Mi2b,CHD7,HDAC2,HDAC,DNaseI,Oct4,Sox2,Nanog,Smad3,Stat3,Tcf3,Esrrb,Klf4,Prdm14,Tcfcp2I1,Nr5a2,AT_content,GC_content,phastCons,phastConsP,repeat_fraction,length
TE,0.0297,0.3759,0,0,0.3095,0.4225,0.2405,0.3614,0.3676,0.1847,0.0074,0.7101,0.1296,0.1656,0.3608,0.8327,0.5641,0.7345,0.7095,0.5989,1.6962,2.6048,3.5938,0.6722,0.2129,0.717,0.318,0.1205,0.4918,0.2152,0.536,0.649735,0.350265,0.072718,0.072723,0.966138,945
TE,0,0.3951,0,0,0.2063,0.533,0.3633,0.3649,0.0758,0.8496,0.082,0.5425,0.3324,0.2171,0.1924,0.6293,1.0744,0.7929,0.4727,1.1274,2.5961,2.2136,2.5937,0.4973,0.2612,1.9567,0.2382,0.1279,1.978,0.1465,0.2185,0.579528,0.420472,0,0,0.755906,635
TE,0,0,0,0,1.3255,0.5783,0.4355,0.7942,3.4465,1.5094,0,1.0542,0,0.24,0.2782,0.588,0.8148,0.2971,0.0759,0.5524,1.1154,1.0804,1.7853,1.0902,0.178,0.8448,0,0,0.58,0,0,0.535826,0.464174,0,0,1,321
TE,0,0.2479,0,0,0.162,0.1564,0.1251,0.2202,0,0.0311,0,0.2326,0,0.0989,0.1388,0.4612,0.339,0.1253,0.0698,0.2998,0.7852,0.9021,0.6414,0,0.0636,0.4535,0,0,0.1809,0.1772,0.0746,0.575916,0.424084,0.00962,0.007854,0,382
TE,0.0919,0.0681,0,0.0234,0.293,0.8431,0.4868,0.7565,0.3535,1.1267,0.0674,1.1513,0.2363,0.2265,0.388,0.8946,1.0714,1.4187,0.3372,1.377,3.5812,2.9841,3.7655,0.7505,0.078,2.6502,0,0.1907,1.0578,0.8776,0.1552,0.585294,0.414706,0,0,0.945588,680
TE,0.2511,0.5309,0,0,0.3472,0.4431,0.3014,0.217,0.538,0.9239,0.1429,0.6409,0,0.1756,0.0871,0.5046,0.6508,0.1649,0.3877,0.6704,0.3936,1.0629,1.1379,0.0295,0,0.203,0.4008,0,0.8852,0.4194,0.1955,0.524823,0.475177,0.007529,0.007607,0.950355,564
TE,0.2338,0.6791,0.3645,0.0524,0.3269,0.9989,0.6734,0.6684,0.6475,1.3853,0.2357,1.5666,0.2653,0.3929,0.2707,0.9759,1.4745,0.7137,0.4156,1.7492,2.2152,1.9933,4.6293,0.951,0.0991,1.3866,0.3318,1.0775,1.8954,0.3975,0.2056,0.605431,0.394569,0.162792,0.163934,0.571885,1252
TE,0.0398,0.5098,0.5587,0,0.1817,0.1669,0.3938,0.2725,0.0968,0.1718,0,0.4339,0,0.1196,0.148,0.5877,0.2227,0.3852,0.1178,0.1574,0.8645,1.232,2.6074,0.2134,0.2728,0.8593,0.1867,0.099,0.865,0,0.1129,0.583725,0.416275,0.296717,0.383117,0,639
TE,0.5015,0.7734,0.2819,0.3128,0.6932,1.4709,1.285,0.8563,1.7344,1.7775,0.2893,1.8864,1.2278,0.803,0.6178,0.9899,1.9183,1.3654,1.2828,1.5114,4.0412,3.2976,4.3568,1.0966,0.0398,3.6399,1.7281,0.2932,4.0321,7.9297,1.4318,0.556638,0.443362,0.104614,0.104614,0,821
TE,0,0.313,0,0,0.0682,0.3586,0.3047,0.1701,0.2625,0.2533,0,0.4179,0.0637,0.1844,0.0631,0.4344,0.1057,0.127,0.1202,0.264,1.8749,1.861,3.7509,0.0013,0.1369,1.3626,0,0,2.5263,0.0088,0,0.602493,0.397507,0.053902,0.053902,0.253463,722
TE,0,1.1769,0.1638,0.0152,0.5333,0.5552,0.2299,0.2071,0.3131,0.4249,0,0.4846,0,0.0933,0.1914,0.5094,0.5384,0.2893,0.11,1.5095,1.1147,2.2669,1.6749,0.2844,0,0.2869,0,0.2516,0.72,0,0.2171,0.586529,0.413471,0.106563,0.106563,0.733396,1069
TE,0.2305,0.6746,0.0649,0.7341,0.8896,0.5624,0.3186,0.3235,0.0341,1.0963,0.0196,0.5021,0.5166,0.1781,0.3629,1.0045,1.103,0.724,0.1849,0.7404,1.8105,1.2746,1.8227,0.3899,0.1908,3.9829,0.1735,0.007,0.197,0.0864,0.1214,0.573554,0.426446,0.132824,0.132824,1,605
TE,1.4367,0.6457,0.8476,0,2.4949,1.9615,1.4406,2.8751,2.1989,4.3937,1.7819,2.075,0.4716,0.7067,0.7123,1.5057,2.3236,1.2892,1.14,3.385,2.4238,2.2917,1.6523,2.0426,1.1842,0.791,4.6979,0.5538,24.6018,1.4618,1.508,0.539171,0.460829,0.730293,0,0.600395,1519
TE,0.4857,0.5297,0.1208,0.3945,0.7335,0.5504,0.6041,0.4929,0.6161,0.2017,0.8697,0.7918,0.1939,0.2268,0.3782,1.0471,0.7419,1.189,0.6793,0.198,1.3035,0.9504,3.0887,0.7955,0.4198,0.7851,0.1302,0,0.7612,0.2168,0,0.582897,0.417103,0.092655,0.092645,0.352531,573
TE,0.3063,0.0864,0.1295,0,0.1574,0.7624,0.9244,0.6597,1.3259,1.1186,0,1.1903,0.857,0.3102,0.1782,0.5394,0.207,0.524,0.4727,0.0635,1.5854,2.6455,0.8727,1.1985,0.2961,0.4727,1.1336,0.8363,0.1035,0.1471,0.0207,0.531447,0.468553,0.010711,0.010711,0,636
TE,1.7574,1.6508,0.1918,0,0.4954,0.5516,0.5917,0.5302,2.0277,0.3454,0.3812,0.8853,1.0257,0.207,0.2498,0.8007,0.5866,1.0792,0.5644,0.5049,0.5435,0.7283,1.0994,0.5965,0.2501,0.6647,0.7672,0.6503,0.4806,0.2482,0.0184,0.486088,0.513912,0.029691,0.029691,0,611
TE,1.1394,0.1208,0.3249,0,0.0638,0.3364,0.6393,0.5108,1.2984,1.0844,0.3044,0.5195,0.75,0.1207,0.0978,0.8436,0.7551,0.4389,0.3654,0.5666,1.3123,1.3462,1.1507,0.7004,0.1231,0.1179,0.9452,0.2689,0.448,0.2795,0.1849,0.523996,0.476004,0.138072,0.138075,0.169442,1021
TE,0.0436,0.333,0,0,0.0932,0.0988,0.1747,0.1614,0,0,0.0398,0.2533,0,0.172,0.1586,0.1047,0.1032,0.1489,0,0.1423,0.6593,0.6412,2.3902,0.2946,0.1517,0.5477,0.1473,0.1022,1.8944,0.1313,0.0321,0.554404,0.445596,0.300528,0.304484,0.119171,579
TE,0.2124,1.1379,0.4037,0,0.6583,0.5139,0.4397,0.3323,0.0335,0.3298,0.1021,0.9171,0,0.0969,0.0702,0.6316,0.9023,0.0508,0,0.6442,1.1435,1.0387,0.8598,0.6544,0.0324,1.8469,0,0.2182,0.0975,0.3107,0,0.52037,0.47963,0.064611,0.064611,0,540
TE,0.4238,0.967,0.2676,0,0.215,0.247,0.4214,0.2548,0.0447,0.5501,0.1423,0.63,0.2576,0.2168,0.1375,0.4577,0.4124,0.2462,0.463,0.3071,0.6118,0.6947,1.3163,0.0809,0.2488,0.2834,2.0131,0.479,1.7472,0.1021,0,0.50699,0.49301,0.362339,0.362343,0.135135,1073
TE,0,0.9059,0.2784,0,0.2134,0.5041,0.2795,1.5843,2.4334,1.4594,0,1.593,0.7951,0.3165,0.442,0.2931,1.2057,0.9265,0.1127,2.3759,3.2281,1.5656,4.9633,1.0659,0,0.6805,0.6218,0.1956,7.1424,0,0.221,0.512299,0.487701,0.395342,0.36846,0,935
TE,0,0.0051,0,0,0.1264,0.4438,0.4904,0.3377,0.1065,0.8035,0.1513,0.9469,0.5023,0.3597,0.1074,0.7081,0.4105,0.7351,0.4446,0.6286,0.6376,0.7486,2.6357,0.3091,0.2029,0.319,1.7403,0.4428,0.5871,0.1305,0.091,0.512552,0.487448,0.050464,0.050761,0,478
TE,0,1.2266,0.1584,0,0.2599,0.4206,0.1277,0.1595,0.0499,0.2762,0.0073,0.2859,0.846,0.1548,0.1259,0.3675,0.792,0.1564,0.1799,0.2548,1.4417,1.5757,2.2175,0.2515,0,0.6462,1.2546,0.1377,2.2475,0.0116,0.419,0.606906,0.393094,0.103361,0.103362,0.609562,753
TE,0.0048,0.621,0,0.1156,0.0502,0.2885,0.2103,0.1824,0,0.4689,0,0.3895,0,0.1002,0.0721,0.2656,0.2211,0.3374,0.0374,0.2005,0.698,0.376,1.2932,0,0,0.2293,0,0,0.1288,0.1351,0,0.604006,0.395994,0.17804,0.206089,0,649
TE,0.5184,1.433,0.2177,0,0.048,0.2008,0.5054,0.3881,0,0.7297,0.0225,1.4122,0.4471,0.4448,0.1886,0.7331,0.255,0.2851,0.3263,0.4942,1.4495,0.6223,1.9736,0.6157,0,0.6978,0,0.0226,0.3403,1.5373,0,0.502488,0.497512,0.028651,0.028652,0.032338,804
TE,0.1512,0.6417,0.2331,0,0.5513,0.9812,0.953,1.2972,3.3729,0.728,0.3225,2.5755,0.5951,0.4051,0.4192,1.1994,1.3669,0.8958,1.0163,0.8219,2.7875,3.3219,7.2145,1.0802,0.0767,2.3281,2.4852,0.3732,14.5393,4.8296,0.1607,0.579251,0.420749,0.254855,0.245549,0,694
TE,0.087,0.6624,0.413,0.1837,0.7404,1.0091,0.7436,0.6579,0.6023,2.2747,0.2103,0.8771,0,0.2311,0.3598,0.807,2.1488,0.5438,0.5051,1.6636,2.3015,1.0042,2.3776,0.4028,0.2971,1.031,0,0.0625,0.9498,2.6705,0,0.582143,0.417857,0.24597,0.265584,0,840
TE,0,0.4216,0.2105,0,0.1295,0.1527,0.0954,0.58,0.0549,1.7029,0,0.4579,0.148,0.1266,0.1257,0.1371,0.2648,0.8832,0.2605,0.2267,0.89,0.6292,0.6432,0.2233,0.2666,2.8158,0.0979,0,0.7157,0.0833,0.3204,0.543514,0.456486,0.183321,0.181677,0,609
TE,0.3112,0,0.7144,0,0.2804,0.6,0.5003,1.4094,1.1721,0.4985,0.9686,0.8954,0.8627,0.1296,0.4322,0.449,0.4888,0.3024,0.1351,1.535,1.3387,0.6787,0.488,0.3074,0.5345,0.2803,0.2302,1.2203,0.8361,0.3242,0,0.521204,0.478796,0.273847,0.258634,0.164159,731
TE,0,0.6812,0.0798,0,0.6294,0.8608,0.345,0.5646,0.6075,0.7774,0.4005,0.8469,0,0.168,0.2846,0.2172,0.9691,0.9214,0.1085,1.6834,1.7111,0.7536,3.4507,0.5398,0,0.9036,0,0,1.2167,0,0,0.549133,0.450867,0.016469,0.016471,0.532948,865
TE,0.1088,0.6596,0.2235,0,1.0556,1.3862,0.6101,1.6609,1.9579,2.7859,0.0455,1.5178,0.6653,0.9628,0.6036,1.2561,1.5632,1.2504,0.3456,2.8769,1.9508,5.8146,5.3052,1.9195,0.4002,2.7031,1.0862,1.1022,5.6036,0.7775,0.1028,0.55979,0.44021,0.079475,0.079476,0,761
TE,0,0.1054,0,0,0,0,0,0,0.1028,0.1097,0,0,0,0,0,0,0.4663,0,0,0.885,1.1557,1.7999,2.4097,0,0,0,0,0,0.4007,0,0,0.569328,0.430672,0.099101,0.099103,0.569328,476
TE,0,0.2499,0.0535,0,0.0962,0.2467,0.3024,0.0487,0.031,0,0,0.1952,0.414,0.0556,0.1237,0.1706,0.5243,0.1388,0.2727,0.8594,0.4821,0.4943,1.1943,0.0609,0.1525,0.4906,0,0,0.9466,0.1764,0.4336,0.545302,0.454698,0.091442,0.109703,0,596
TE,0.6357,0.3441,0.1855,0,0.5025,0.6297,0.2329,0.5797,0,0.274,0.0972,0.3555,0.8923,0.0424,0.0335,0.4991,0.486,0.3181,0.2586,0.443,0.4616,0.6008,1.0876,0.3482,0.2012,0.1672,0,1.0289,0.5066,0.1953,0.1046,0.505824,0.494176,0.453776,0.461116,0,601
TE,0.0729,0.2698,0,0,0.1173,0.1206,0.1195,0.2561,0,0,0,0.1224,0.3227,0.0196,0.0288,0.2452,0.5884,0.1739,0.1235,0.7395,0.2416,0.8887,0.8778,0,0.115,0.1648,0.5933,0.2406,2.6342,2.5331,0.1942,0.540984,0.459016,0.330964,0.318545,0.20765,549
TE,0,0.6047,0.1044,0,0.2652,0.109,0.2989,0.1471,0,0,0.048,0.687,0.0722,0.2676,0.2474,0.4108,0.4825,0.3265,0.3459,0.6484,0.6028,0.6681,0.9993,0.1946,0.0378,0.2979,3.6722,0.3461,0.9242,0.423,0.4876,0.543424,0.456576,0.044608,0.044609,0.240695,806
TE,0.2551,0,0.2035,0,0.1327,0.4649,0.7013,0.7905,1.0594,0.7589,0,1.6716,0.469,0.7279,0.4014,0.7484,0.3684,0.3209,0.1601,0.4469,2.5193,1.2374,0.6886,0.7702,0.255,0.3618,0.2743,0.0915,0.3164,4.844,0,0.480366,0.519634,0.162462,0.208402,0.25,764
TE,0,0.5731,0,0,0,0.2369,0.2936,0.0623,0,0.0598,0,0.2274,0,0.2259,0.1036,0.4865,0.4395,0.2467,0.0717,0.2352,1.8091,1.0899,0.9997,0.0597,0,0,0,0,8.1296,0,0.0795,0.637662,0.362338,0.133961,0.131653,0,770
TE,0,0.1564,0,0,0.0988,0.0868,0.2146,0.2066,0.1665,0.485,0,0.4337,0.2293,0.1987,0.1929,0.3718,0.2777,0.4636,0.1577,0.6292,0.9903,0.9213,1.4445,0,0.1305,0.0671,6.2595,0.2748,2.9302,0.389,1.3361,0.528678,0.471322,0.163631,0.163636,0.301746,401
TE,0,0.1747,0,0,0.1729,0.3595,0.0474,0.2141,0.0171,0.2866,0,0.168,0.0922,0.184,0.0688,0.0305,0.0622,0.1503,0.1995,0.6125,0.9779,0.8504,0.4725,0.0976,0.2581,0.204,0.5935,0.0231,0.4008,0.0708,0,0.555556,0.444444,0.266526,0.267334,0.081967,549
TE,0.1961,0.9501,0.2514,0,0.4987,0.5416,0.5108,0.5748,0.831,0,0.2096,0.7469,0.722,0.3333,0.1879,0.8129,1.177,0.3409,0.3723,1.1932,1.0097,0.9994,1.1351,0.333,0.1443,0.8921,0,0.2011,1.3871,0.0637,0,0.541936,0.458065,0.497525,0.487464,0.232258,775
TE,0,0.0232,0,0.3279,0.3909,0.1452,0.4082,0.3688,0.5616,2.1359,0,0.6832,0.2553,0.3385,0.3639,0.3689,0.6785,0.9146,0.3171,2.4047,4.4992,2.8359,8.0535,1.1103,0.3484,16.0618,0.5748,1.6207,12.2875,0.1948,0.2307,0.541502,0.458498,0.293711,0.293711,0,506
TE,0,0.109,0.0928,0,0.2386,0.312,0.2989,0.1505,0.0383,0,0,0.1667,0,0.0637,0.0447,0.276,0.5224,0.2336,0.3147,0.4197,1.6629,1.3259,0.7045,0.1451,0.0633,0.5953,0,0,0.1473,0,0.1809,0.673375,0.326625,0.982994,0.985512,0.075851,646
TE,0,1.0372,0.0128,0,0.1939,0.4825,0.3708,0.359,0.1483,0.1094,0.0276,0.4039,0.2603,0.096,0.3328,0.5258,1.1961,0.5789,0.4748,1.0276,3.4135,1.7905,1.9047,0.9888,0,2.2072,0.1842,0.4072,0.6413,0.0024,0.1612,0.578723,0.421277,0.137917,0.137917,0.214184,705
TE,0.6066,0.173,0.0194,0,0.4443,0.6361,0.6766,0.9374,0.1557,0.7341,2.9769,1.2092,0.5517,0.1741,0.2255,0.5035,0.1629,0.9418,0.3373,1.5694,0.4452,1.2146,3.5847,0.3301,0.3462,0.783,2.5572,0.411,2.4879,1.0179,0.7484,0.530488,0.469512,0.076937,0.076937,0.466463,656
TE,0.0543,0.2474,0.2555,0,0.8299,0.7003,0.4738,0.7078,2.3723,1.2432,0.0002,0.9359,0.1857,0.236,0.3098,0.6954,0.0909,0.3404,0.6914,0.1048,1.5421,1.5635,1.4553,1.1097,0,0.9866,0.663,0.1125,0,0,0.0016,0.584344,0.415656,0.045533,0.045533,0.503859,907
TE,0.4421,1.0458,0.2125,0,0.3001,0.8202,0.4416,0.5092,0.3779,0.5342,0.1035,0.7638,0.2534,0.1207,0.3264,0.749,0.9066,0.7018,0.3234,0.6995,1.909,1.8767,2.7386,0.8949,0,1.0165,0.7882,0.3064,0.3347,0.258,0.455,0.613497,0.386503,0.014284,0.014284,0.991411,1630
TE,0,0.4729,0,0,0.3213,0.2005,0.0849,0.2883,0.0809,0.3412,0,0.3153,0,0.26,0.2817,0.4812,0.1395,0.9178,0.1078,0.011,0.537,0.9693,1.621,0.7579,0.2602,0.3594,0,0.0783,0.2253,0.0815,0,0.65367,0.34633,0.369232,0.354664,0,436
TE,0.0463,0.2296,0.2344,0,0.2897,0.3833,0.1383,0.1345,0.0132,0,0.0758,0.2157,0.1378,0.1065,0.157,0.4344,0.0578,0.2015,0.18,0.2722,0.5356,0.6431,2.2913,0.4763,0.1601,0.606,0,0.264,1.3405,0.0842,0.2961,0.55157,0.44843,0.040809,0.040809,0.192825,669
TE,0,0.6169,0.0765,0,0.5496,0.5393,0.7108,0.2098,0.1384,1.2831,0.1051,0.8895,0.2175,0.1786,0.2833,0.3659,0.142,0.3612,0.1122,0.2561,0.6556,0.7587,5.1875,0.4727,0.3646,3.2837,0.2923,0.0983,10.3385,0.2364,0,0.57115,0.42885,0.072851,0.072851,0.329435,513
TE,2.3673,0.625,0.1794,0,0.3842,0.0973,0.2684,0.4384,1.9515,1.757,0.0459,0.9136,0.0984,0.2896,0.1325,0.1334,0.6819,0.3079,0,1.435,0.7715,1.2071,1.6609,0.4184,0,0.1227,0.655,1.1478,0.989,0.8639,0.0664,0.505495,0.494505,0.242556,0.217543,0,819
TE,0,0.3807,0,0,0.2602,0.3565,0.3777,0.1059,0.771,0,0,0.4956,0,0.1189,0.2653,0.0135,0.2419,0.1846,0,1.0161,2.7054,1.5245,1.4225,0.6038,0,0.6424,0,0.5998,0.7854,0,0.1235,0.508816,0.491184,0.06617,0.066172,0.997481,397
TE,0.5252,0.2236,1.9346,0,0.4827,0.3185,0.2893,0.2611,0.3254,1.2249,0,0.3726,0,0,0.3131,0.3684,0.5622,0.2187,0.0023,0.4551,1.2854,0.9192,1.0593,0.1724,0,0,0,0,0.4147,0,0,0.513109,0.486891,0.360903,0.340333,0,534
TE,0.1275,1.0972,0.2059,0,1.0361,0.6306,0.982,0.9512,0.8352,0.7173,0.1065,1.202,0.8546,0.5461,0.6347,0.8546,2.5869,0.3717,0.2642,1.5429,2.8185,3.2127,0.7382,0.8962,0.2431,1.187,2.1023,0.3939,2.3782,0.7047,0.8655,0.599624,0.400376,0.095596,0.092856,0.330827,532
TE,0.5223,1.0052,0.1604,0,2.9753,1.8491,1.6275,3.3406,8.62,4.2516,0.384,3.0506,1.1873,1.2715,1.4172,1.4909,1.5877,0.8775,1.0101,1.0304,1.7262,1.8927,2.4702,3.4399,1.2041,1.5463,5.0357,1.3997,10.7974,1.3355,0.0861,0.53791,0.46209,0.133813,0.144065,0.065574,976
TE,0.9418,0.2495,1.1597,0,2.2531,1.5806,1.3498,3.1809,3.8857,5.2621,0,1.9344,0.0255,0.9328,0.8338,0.4953,2.6704,0.6087,0.4808,2.4384,2.2543,1.3375,1.04,2.5886,0.0573,2.1862,0.7358,0.0495,17.3212,0,0.0407,0.5125,0.4875,0.829424,0.847586,0.006944,720
TE,0.1326,0.6629,0.0003,0,0.6481,0.8544,0.4575,1.0448,0.8933,1.3463,0.0145,0.6532,0.1289,0.0494,0.2078,0.7215,1.0283,0.6798,0.1992,0.3789,1.9551,3.1912,4.8532,0.7441,0.406,4.6871,0.5311,0.245,2.9037,1.3944,0.2388,0.598159,0.40184,0.822102,0.828713,0.031697,978
TE,0.1652,0.3485,0.1185,0,0.3403,0.2845,0.2572,0.4746,0.2383,0.5935,0,0.5305,0.2371,0,0.1143,0.4669,1.136,0.6718,0.2531,0.2237,0.6808,0.6721,1.2292,0.4654,0.1425,0.5249,0,0,0,0,0.0285,0.535766,0.464234,0.071522,0.071523,0,685
TE,0,0,0,0,0,0.0696,0.1543,0.0876,0.2309,0.1048,0,0.3728,0,0,0.0205,0,0.2317,0.0045,0,0.5602,1.2185,1.9433,5.1408,0.5278,0.0401,2.7162,0,0.1314,5.5314,0,0,0.55292,0.44708,0.294923,0.243286,0,548
TE,0.4541,1.2891,0,0,0.2668,0.2601,0.3981,0.444,0.3122,0.5788,0,0.8842,0,0.4372,0.2157,0.632,1.4193,0.2834,0.2094,0.3356,2.1641,1.3539,0.7837,0.4877,0,0.451,0,0,5.8789,0,0.0487,0.550936,0.449064,0.243356,0.243475,0.087318,962
TE,0.0667,0.0027,0.0697,0.1586,0.3474,0.5217,0.6053,0.4781,0.2153,0.3114,0.3543,0.4105,0,0.1757,0.2899,0.6028,0.2547,0.5872,0.3057,0.5278,1.2286,0.9884,0.9167,0.6853,0.214,0.1477,0.8332,0.1152,0.207,0.4506,0.2449,0.568067,0.431933,0.056889,0.056889,0.72605,595
TE,0,0.7222,0.3036,0,0.2242,0.2976,0.1398,0.2917,0.0299,0.1144,0.1109,0.3507,0.0602,0.0243,0.1142,0.3056,0.4982,0.1307,0.1365,0.7763,1.0088,0.4421,0.7021,0.1216,0,0.3328,0,0,2.3896,0.0546,0,0.661435,0.338565,0.068569,0.068569,0.654709,446
TE,0,0.823,0,0,0.1412,0.2131,0.449,0.1938,0.6414,0.7968,0,1.3256,0,0.3607,0.3886,0.8515,1.3744,0.7289,0.1966,1.8624,5.6025,5.589,7.4268,0.7543,0,2.4359,0,0,8.231,0.4207,0.0981,0.571625,0.428375,0.086,0.086001,0.017906,726
TE,0.3302,0.957,0.1651,0.8415,1.0453,1.0125,0.846,1.444,2.1467,2.3945,0.1299,1.7008,1.0674,0.3168,0.5132,1.0354,0.6288,0.8285,0.9726,0.7965,1.6236,0.7318,3.5177,1.1031,0.8255,0.5443,3.5104,0.0529,3.2548,2.1135,0.0635,0.53789,0.46211,0.032219,0.03222,0.89896,673
TE,7.6133,0.7996,10.6602,0.6943,0.7521,0.3224,0.5261,0.6049,0.4109,0.599,1.1777,0.4314,0.5695,0.0358,0.0692,0.7177,0,1.2368,0.3215,0.9464,0.0036,0,0,0.1866,0,0,0.2328,0.0073,1.1474,0.1981,0.029,0.421687,0.578313,0.343662,0.342104,0,83
TE,2.2852,0.3139,4.7084,0.0296,0.4612,0.6987,0.5944,0.7152,0.836,1.0818,0.574,0.8441,0.1845,0.3435,0.1832,0.2507,1.0611,0.6693,0.2835,0.9771,2.1756,1.6363,4.6094,0.5545,0,1.0638,0,0.2711,12.9461,0.0791,0,0.466121,0.533879,0.114083,0.114087,0.009346,856
TE,0.3429,1.2301,0.3038,0.1865,0.6246,0.6935,1.1376,1.3156,1.5352,1.0546,0.121,1.8895,0.7901,0.7095,0.417,1.0285,1.1802,0.9096,0.5446,0.5996,2.1163,0.6795,1.0321,0.8821,0.129,0.4264,4.9475,0.363,5.9135,0.0549,0.1559,0.542813,0.457187,0.104246,0.104246,0.090214,654
TE,0,0.3062,0,0,0.1959,0.2741,0.2526,0.4507,5.1389,1.3809,0,1.1419,0,0.2283,0.3856,0.1604,0.6351,0.4117,0,0.3086,1.1306,0.5961,0.807,0.6145,0,0,0.8003,0,0.5376,0,0.0027,0.526923,0.473077,0.07726,0.077262,0.753846,520
TE,4.5714,0.3886,1.0574,0.0762,1.3259,1.5132,1.5247,2.2704,2.2935,4.6409,0.448,2.027,1.2309,0.6286,0.4064,0.7663,1.2039,0.7113,0.4641,1.1778,1.7301,2.7792,2.2825,2.4014,0.9863,5.7351,0.6873,1.1364,1.8717,0.2142,0.366,0.489964,0.510036,0.073382,0.073382,0,1096
TE,0.016,0.3896,0,0,0.1621,0.3315,0.0906,0.3604,0.0501,1.5498,0.0676,0.2582,0.1729,0.1822,0.1385,0.1618,0.1731,0.212,0.0554,0.0638,0.5355,0.5679,0.9501,0.4001,0.0704,0.2216,0.3377,0,0.4028,0.1636,0,0.526419,0.473581,0.214668,0.21467,0.434442,511
TE,0.1716,0.9136,0,0,0.0863,0.663,0.3054,0.3984,0.2163,0.1137,0,0.8105,0,0.2256,0.29,0.6275,0.2692,0.1295,0.3999,0.7594,3.3963,2.1071,0.7331,0.2471,0,0.1927,0.1196,0.0358,0.1564,0,0.2182,0.551267,0.448733,0.092059,0.09206,0.687575,829
TE,0,0.0083,0,0,0.2704,0.4579,0.3625,0.298,0.297,0.9945,0,0.7842,0.3685,0.2289,0.3313,0.3967,0.1999,0.4052,0.2959,0.3993,0.8614,0.7884,0.5048,0.2861,0,0.0577,0.3506,0.3125,1.6078,2.3598,0,0.568627,0.431373,0.130005,0.130007,0.356209,612
TE,0,0.7552,0,0,0,0.2976,0.056,0,0.0284,0.2423,0,0.4248,0,0.0828,0.075,0.2141,0.1605,0.1996,0.2442,0.2066,0.5881,0.5818,1.2969,0,0,0.3141,0,0.0637,2.1934,0,0,0.542373,0.457627,0.06537,0.06537,0,531
TE,0.156,0,0.1396,0,0.0938,0.0614,0.521,0.3049,0.1151,1.2553,0.1933,0.5839,0,0.3572,0.2895,0.5711,0.4345,0.2966,0.4295,0.3267,1.1418,0.9544,1.9698,0.4577,0.1516,0.2231,0.1157,0.6591,7.1382,0.1358,0,0.484211,0.515789,0.039401,0.039401,0,380
TE,0.1157,0.113,0.0868,0,0.9315,0.7722,0.969,1.4495,1.1891,3.2931,0.1502,1.5727,0.7953,0.5547,0.9233,1.3554,1.3657,1.14,0.9913,1.553,1.7587,4.8375,1.7632,2.3971,2.0922,0.4953,3.2478,0.1884,6.6654,0.1758,1.1229,0.578524,0.421477,0.154368,0.121737,0.308725,745
TE,0.0113,0.422,0,0,0.2257,0.3338,0.2539,0.1958,0.165,0.2414,0.099,0.5129,0.4856,0.1908,0.2207,0.1476,0.2185,0.4983,0.3107,1.1129,1.6644,2.1249,3.4694,0.9315,0.3665,0.6031,0.3213,0.3856,3.411,0.1722,1.2502,0.529024,0.470976,0.194835,0.213544,0,758
TE,0,0.6077,0,0,0.187,0.0556,0.2808,0.1904,0.9339,0.0761,0,0.5285,0.276,0.0606,0.1493,0.5635,0.565,0.0916,0.2374,0.402,0.7078,0.6387,1.3249,0.2786,0,0.2528,0,0.5068,0.5449,0.022,0,0.570458,0.429542,0.134751,0.134737,0.758913,589
TE,2.2249,0.7424,0.6947,0.0439,0.8037,0.5873,0.6135,1.0299,0.7868,0.5566,0.9327,0.9537,0.5934,0,0.1419,1.0716,1.3771,0.6403,0.0386,2.6627,0.6319,1.3215,2.2178,0.1546,0.3658,0.5755,0,0,1.6667,0,0.463,0.491649,0.508351,0.079523,0.079523,0.215031,958
TE,0.1483,1.9321,0,0,0.4153,0.5842,0.4544,0.3999,0.2321,0,0.0434,0.8979,0.4632,0.0577,0.226,0.6551,0.4762,1.0356,0.2279,0.4711,1.2486,1.1795,1.1682,0.9069,0.5382,0.2823,0.7336,0.0452,12.6763,0.3657,0.1609,0.576547,0.423453,0.121878,0.12188,0.653094,614
TE,0.0168,0.7009,0.3446,0.0266,0.3133,0.2964,0.2998,0.411,0.2213,0.6154,0.2571,0.6613,0.3827,0.1475,0.2859,0.7047,0.4954,0.6728,0.1923,0.9325,0.9251,1.3677,6.1688,0.7184,0.2593,0.3688,2.7657,0.955,9.852,4.3303,0.6966,0.57907,0.42093,0.109406,0.109408,0.455814,860
TE,0.6323,1.1476,0.5347,0,1.3725,1.0121,1.2333,1.2996,1.7977,3.0049,0,1.936,0.6525,0.5145,0.7714,1.5764,2.8046,1.0503,0.7171,1.6971,2.0853,1.028,1.9047,1.717,0.5821,1.1744,2.9557,0.695,2.3212,0,0.8527,0.540758,0.459242,0.097171,0.097174,0.187141,871
TE,0.6018,1.0422,0,0,0.2243,1.1895,0.6238,1.0917,0.7579,1.7955,0,1.415,1.1137,0.2731,0.3267,0.6677,0.6523,1.2336,0.3158,0.3597,1.0191,0.5686,0.9532,1.129,0.5454,0,6.5943,0,0.2326,1.4378,0.6093,0.538462,0.461538,0.166829,0.166832,0.651748,715
